player_one,score_player_one,player_two,score_player_two,winner,template,player_one_hero,player_two_hero,bidding_amount,ending_day,created_at,turns_played,player_one_town,player_one_colour,player_two_town,player_two_colour,template_type
jt1911,0,Mrozunio,1,Mrozunio,h3dm1/3,isra,septienna,1000,143,2022-01-10 10:29:54,24.0,necropolis,red,necropolis,blue,Mirror
javedin,1,Aine,0,javedin,Nostalgia/TP,luna,jeremy,-3400,132,2022-01-10 10:32:16,16.0,conflux,red,cove,blue,XL+U
Koster,0,GALAXER00,1,GALAXER00,h3dm1/3,cyra,thane,800,134,2022-01-10 10:34:15,18.0,tower,red,tower,blue,Mirror
Minos3212,0,miesoarmatniee,1,miesoarmatniee,6lm10a/tp,valeska,shakti,1900,131,2022-01-10 10:38:58,15.0,castle,red,dungeon,blue,XL+U
Antyintel,1,pryla,0,Antyintel,Nostalgia/TP,solmyr,valeska,3100,145,2022-01-10 10:47:44,26.0,tower,red,castle,blue,XL+U
Tiasir,0,Maester,1,Maester,Nostalgia/TP,valeska,solmyr,-1100,136,2022-01-10 10:51:55,20.0,castle,red,tower,blue,XL+U
crag.hack,1,Malkiz,0,crag.hack,Nostalgia/TP,valeska,thant,2400,131,2022-01-10 10:53:58,15.0,castle,red,necropolis,blue,XL+U
Karczums,1,AnanasowyJoe,0,Karczums,Rally,tyraxor,ivor,1200,115,2022-01-10 11:08:57,5.0,stronghold,red,rampart,blue,XL+U
Kadziel,0,Drakonin,1,Drakonin,6lm10a/tp,luna,valeska,-3100,124,2022-01-10 15:51:21,11.0,conflux,red,castle,blue,XL+U
Czarny Kryształ,1,Vens,0,Czarny Kryształ,Rally,ivor,anabel,4700,127,2022-01-10 15:59:26,14.0,rampart,red,cove,blue,XL+U
GALAXER00,1,konsamaxi,0,GALAXER00,Nostalgia/TP,thant,wystan,-3100,141,2022-01-10 19:50:07,22.0,necropolis,red,fortress,blue,XL+U
gee,0,Burymistrz,1,Burymistrz,Nostalgia/TP,aine,luna,3000,135,2022-01-11 07:08:29,19.0,tower,red,conflux,blue,XL+U
chochla,0,Sandra,1,Sandra,mt_Andromeda,ajit,damacon,-1000,144,2022-01-11 07:09:54,25.0,dungeon,red,dungeon,blue,Mirror
banan1222,0,ziarkull,1,ziarkull,6lm10a/tp,anabel,valeska,600,134,2022-01-11 07:11:16,18.0,cove,red,castle,blue,XL+U
szhzs,0,The_spot,1,The_spot,6lm10a/tp,valeska,anabel,-3200,131,2022-01-11 07:13:15,15.0,castle,red,cove,blue,XL+U
The_spot,1,Trailblazer,0,The_spot,Rally,thant,shakti,-2900,122,2022-01-11 07:14:28,9.0,necropolis,red,dungeon,blue,XL+U
berkas,1,zuras_sf,0,berkas,Nostalgia/TP,octavia,wystan,-2600,142,2022-01-11 07:17:34,23.0,inferno,red,fortress,blue,XL+U
Zwei,1,berkas,0,Zwei,6lm10a/tp,shakti,valeska,1000,132,2022-01-11 07:20:55,16.0,dungeon,red,castle,blue,XL+U
zuras_sf,0,Mrkracy,1,Mrkracy,6lm10a/tp,ivor,tyraxor,-2900,146,2022-01-11 07:33:36,27.0,rampart,red,stronghold,blue,XL+U
Zwei,1,zuras_sf,0,Zwei,6lm10a/tp,anabel,tyraxor,-4300,145,2022-01-11 07:34:49,26.0,cove,red,stronghold,blue,XL+U
Mrkracy,0,Fafhrd,1,Fafhrd,mt_Andromeda,xyron,ayden,-900,131,2022-01-11 07:36:08,15.0,inferno,red,inferno,blue,Mirror
Kiniok,0,jacajackson,1,jacajackson,Nostalgia/TP,tyraxor,luna,4100,133,2022-01-11 15:54:11,17.0,stronghold,red,conflux,blue,XL+U
January,0,banan1222,1,banan1222,Nostalgia/TP,valeska,calh,-1300,143,2022-01-12 06:29:18,24.0,castle,red,inferno,blue,XL+U
Banita,0,Zwei,1,Zwei,mt_Andromeda,sephinroth,damacon,1000,147,2022-01-12 06:30:54,28.0,dungeon,red,dungeon,blue,Mirror
siofo,0,TselNabis,1,TselNabis,6lm10a/tp,luna,calh,-3600,131,2022-01-12 12:11:17,15.0,conflux,red,inferno,blue,XL+U
Plandoo,1,Brodazy,0,Plandoo,6lm10a/tp,luna,thant,2600,126,2022-01-12 12:13:17,13.0,conflux,red,necropolis,blue,XL+U
Plandoo,0,TselNabis,1,TselNabis,6lm10a/tp,aine,valeska,-3400,137,2022-01-12 12:16:03,21.0,tower,red,castle,blue,XL+U
Lanthan,0,Bartt666,1,Bartt666,6lm10a/tp,anabel,luna,1800,127,2022-01-13 11:33:33,14.0,cove,red,conflux,blue,XL+U
Templar,1,DrizztDrizzt,0,Templar,6lm10a/tp,calh,wystan,-2100,215,2022-01-13 11:35:13,33.0,inferno,red,fortress,blue,XL+U
HawkWRz,0,Zwyrolek,1,Zwyrolek,h3dm1/3,adelaide,caitlin,1000,132,2022-01-14 18:33:04,16.0,castle,red,castle,blue,Mirror
invisible,1,Starget,0,invisible,h3dm1/3,caitlin,orrin,1000,113,2022-01-14 18:34:57,3.0,castle,red,castle,blue,Mirror
-MSF-,1,Abozykk,0,-MSF-,6lm10a/tp,valeska,thant,3700,131,2022-01-15 18:58:42,15.0,castle,red,necropolis,blue,XL+U
Tagliafico,1,Roberto,0,Tagliafico,Nostalgia/TP,calh,luna,2000,131,2022-01-15 19:07:22,15.0,inferno,red,conflux,blue,XL+U
Maralf,1,Piekielny_Aniol,0,Maralf,6lm10a/tp,tyraxor,luna,4100,114,2022-01-15 19:19:33,4.0,stronghold,red,conflux,blue,XL+U
Maralf,1,szakal102,0,Maralf,6lm10a/tp,calh,tyraxor,-1500,131,2022-01-15 19:21:51,15.0,inferno,red,stronghold,blue,XL+U
Dacul CB,0,Rzaku,1,Rzaku,6lm10a/tp,aine,anabel,1400,,2022-01-15 19:27:44,,tower,red,cove,blue,XL+U
Soczi80,1,Suonic,0,Soczi80,6lm10a/tp,ignatius,aine,-3000,147,2022-01-15 19:36:55,28.0,inferno,red,tower,blue,XL+U
Shyfayren,0,BielikBazuka,1,BielikBazuka,h3dm1/3,nymus,octavia,-800,132,2022-01-15 19:41:35,16.0,inferno,red,inferno,blue,Mirror
Ziemian,0,Odelle,0,Remis,6lm10a/tp,anabel,wystan,-1700,145,2022-01-16 09:57:15,26.0,cove,red,fortress,blue,XL+U
CzileraInzyniera,0,Siwak66,1,Siwak66,6lm10a/tp,luna,calh,-3000,147,2022-01-16 10:00:05,28.0,conflux,red,inferno,blue,XL+U
SzarikPies,0,Findan,1,Findan,6lm10a/tp,valeska,ivor,-800,134,2022-01-16 10:00:17,18.0,castle,red,rampart,blue,XL+U
Koster,0,Krzys89PL,1,Krzys89PL,mt_Andromeda,tazar,alkin,900,122,2022-01-16 10:26:58,9.0,fortress,red,fortress,blue,Mirror
smok_,1,Tur3k,0,smok_,6lm10a/tp,aine,anabel,2700,134,2022-01-16 12:08:50,18.0,tower,red,cove,blue,XL+U
MikiWaikiki,1,Krwawy_ponurak,0,MikiWaikiki,6lm10a/tp,solmyr,wystan,2400,145,2022-01-16 12:17:47,26.0,tower,red,fortress,blue,XL+U
Becel,0,Alkinuxus,1,Alkinuxus,h3dm1/3,jeremy,illor,900,127,2022-01-16 12:33:54,14.0,cove,red,cove,blue,Mirror
[SDK] Ravciozo,0,Xerizo,1,Xerizo,Nostalgia/TP,tyraxor,anabel,3100,131,2022-01-16 12:47:20,15.0,stronghold,red,cove,blue,XL+U
Nrets,0,Plandoo,1,Plandoo,Spider,aine,anabel,2600,122,2022-01-16 14:56:25,9.0,tower,red,cove,blue,XL+U
Brodazy,1,Jan Pegasus 2,0,Brodazy,Nostalgia/TP,aine,shakti,1500,127,2022-01-16 14:57:51,14.0,tower,red,dungeon,blue,XL+U
Toki96,1,michail117,0,Toki96,6lm10a/tp,anabel,aine,3100,121,2022-01-16 15:00:37,8.0,cove,red,tower,blue,XL+U
Mrozunio,1,Kevin,0,Mrozunio,6lm10a/tp,wystan,gunnar,2000,125,2022-01-17 06:52:08,12.0,fortress,red,dungeon,blue,XL+U
Jabolpunk,1,Aurey,0,Jabolpunk,6lm10a/tp,anabel,valeska,1200,134,2022-01-17 06:55:45,18.0,cove,red,castle,blue,XL+U
Kirasjer87,1,AcidLord,0,Kirasjer87,6lm10a/tp,solmyr,alamar,2100,142,2022-01-17 07:49:36,23.0,tower,red,dungeon,blue,XL+U
cdk,1,Lipathor,0,cdk,mt_Andromeda,wystan,drakon,-1000,142,2022-01-17 07:52:58,23.0,fortress,red,fortress,blue,Mirror
Blackyyo,1,Ardian,0,Blackyyo,mt_Andromeda,adelaide,caitlin,-2100,141,2022-01-17 08:31:09,22.0,castle,red,castle,blue,Mirror
Jaa209,0,// Jagienka //,1,// Jagienka //,6lm10a/tp,alamar,wystan,-4000,141,2022-01-17 08:32:41,22.0,dungeon,red,fortress,blue,XL+U
OstelikS,1,AksOlek,0,OstelikS,Nostalgia/TP,aine,tyraxor,-1100,117,2022-01-17 08:34:41,7.0,tower,red,stronghold,blue,XL+U
CONOP,0,Hiszpan,1,Hiszpan,h3dm1/3,octavia,xyron,-900,142,2022-01-17 08:36:47,23.0,inferno,red,inferno,blue,Mirror
KrystianTyraxor,1,Bujal,0,KrystianTyraxor,6lm10a/tp,wystan,tyraxor,700,144,2022-01-17 08:38:12,25.0,fortress,red,stronghold,blue,XL+U
Toki96,0,Plandoo,1,Plandoo,h3dm1/3,nymus,nymus,900,146,2022-01-17 08:41:15,27.0,inferno,red,inferno,blue,Mirror
michail117,0,TselNabis,1,TselNabis,6lm10a/tp,calh,alkin,-2900,136,2022-01-17 08:42:35,20.0,inferno,red,fortress,blue,XL+U
Xarizu,0,siofo,1,siofo,6lm10a/tp,solmyr,thant,3500,121,2022-01-17 08:44:00,8.0,tower,red,necropolis,blue,XL+U
mosio,1,Korczi,0,mosio,h3dm1/3,nymus,ayden,-800,116,2022-01-17 08:48:43,6.0,inferno,red,inferno,blue,Mirror
wnukos,0,mitsurugi321,1,mitsurugi321,Spider,alkin,valeska,2200,132,2022-01-17 08:50:09,16.0,fortress,red,castle,blue,XL+U
Derek,1,_Punisher_,0,Derek,Nostalgia/TP,alamar,calh,-3000,124,2022-01-17 08:51:21,11.0,dungeon,red,inferno,blue,XL+U
CanWeLoad?,1,mirek_swirek,0,CanWeLoad?,h3dm1/3,pasis,gelare,-800,144,2022-01-17 08:52:36,25.0,conflux,red,conflux,blue,Mirror
Crackbrained,1,Odelle,0,Crackbrained,6lm10a/tp,alkin,shakti,4000,134,2022-01-17 09:07:29,18.0,fortress,red,dungeon,blue,XL+U
Crackbrained,1,Odelle,0,Crackbrained,h3dm1/3,jenova,elleshar,-800,132,2022-01-17 09:07:29,16.0,rampart,red,rampart,blue,Mirror
KacperOK,0,[SDK] Ravciozo,1,[SDK] Ravciozo,mt_Andromeda,ajit,damacon,-800,125,2022-01-17 12:41:39,12.0,dungeon,red,dungeon,blue,Mirror
popularny.proszek,1,adam1223,0,popularny.proszek,6lm10a/tp,valeska,calh,-2400,127,2022-01-17 14:32:46,14.0,castle,red,inferno,blue,XL+U
Xerizo,0,Narmalcil,1,Narmalcil,Nostalgia/TP,luna,anabel,-1500,137,2022-01-17 18:46:31,21.0,conflux,red,cove,blue,XL+U
Rotede,1,CzileraInzyniera,0,Rotede,Nostalgia/TP,drakon,anabel,2300,133,2022-01-17 18:53:36,17.0,fortress,red,cove,blue,XL+U
Bajer89,0,Dawidu_91,1,Dawidu_91,6lm10a/tp,thant,tyraxor,-4600,125,2022-01-17 21:25:20,12.0,necropolis,red,stronghold,blue,XL+U
Bajer89,0,Dawidu_91,1,Dawidu_91,h3dm1/3,sephinroth,mutare,900,133,2022-01-17 21:25:20,17.0,dungeon,red,dungeon,blue,Mirror
Maester,1,Xeno[CV],0,Maester,Nostalgia/TP,calh,grindan,600,135,2022-01-18 08:07:37,19.0,inferno,red,conflux,blue,XL+U
Trakris,0,miesoarmatniee,1,miesoarmatniee,6lm10a/tp,shakti,anabel,-4200,141,2022-01-18 17:45:34,22.0,dungeon,red,cove,blue,XL+U
Mattowy,1,Xarizu,0,Mattowy,Nostalgia/TP,thant,valeska,-4000,113,2022-01-19 17:38:42,3.0,necropolis,red,castle,blue,XL+U
TselNabis,0,Jan Pegasus 2,1,Jan Pegasus 2,6lm10a/tp,anabel,aine,-1400,135,2022-01-19 17:42:40,19.0,cove,red,tower,blue,XL+U
tuti_fruti23,0,Karkus,1,Karkus,6lm10a/tp,ivor,anabel,-800,121,2022-01-19 17:44:22,8.0,rampart,red,cove,blue,XL+U
sebastos,0,crag.hack,1,crag.hack,6lm10a/tp,aine,anabel,-200,145,2022-01-20 08:59:17,26.0,tower,red,cove,blue,XL+U
KesZu,0,Chleb,1,Chleb,Spider,thant,aine,-3400,,2022-01-20 17:40:10,,necropolis,red,tower,blue,XL+U
Niechcic,1,Dadalus,0,Niechcic,h3dm1/3,sephinroth,mutare drake,900,127,2022-01-20 17:52:52,14.0,dungeon,red,dungeon,blue,Mirror
konsamaxi,0,GoldenCrow,1,GoldenCrow,6lm10a/tp,alamar,ivor,-600,133,2022-01-21 08:32:43,17.0,dungeon,red,rampart,blue,XL+U
Gumis,1,Bejker,0,Gumis,Spider,valeska,alkin,-1100,132,2022-01-21 21:10:40,16.0,castle,red,fortress,blue,XL+U
Venefiz,1,Voideck,0,Venefiz,Nostalgia/TP,alkin,shakti,-4000,131,2022-01-21 21:13:34,15.0,fortress,red,dungeon,blue,XL+U
jacajackson,1,Cruzen,0,jacajackson,Spider,shakti,alkin,-3000,,2022-01-22 08:51:36,,dungeon,red,fortress,blue,XL+U
Drakonin,1,Lord Davy,0,Drakonin,6lm10a/tp,anabel,wystan,-4400,141,2022-01-22 08:53:10,22.0,cove,red,fortress,blue,XL+U
Rotede,0,Lord Davy,1,Lord Davy,Nostalgia/TP,shakti,luna,3200,,2022-01-22 08:55:18,,dungeon,red,conflux,blue,XL+U
SiNuS,1,Mrozunio,0,SiNuS,Nostalgia/TP,valeska,luna,900,144,2022-01-23 16:31:30,25.0,castle,red,conflux,blue,XL+U
madeo,0,Templar,1,Templar,6lm10a/tp,ivor,valeska,1200,136,2022-01-23 16:40:31,20.0,rampart,red,castle,blue,XL+U
RedWarrior1995,1,jt1911,0,RedWarrior1995,h3dm1/3,monere,pasis,700,127,2022-01-23 17:22:40,14.0,conflux,red,conflux,blue,Mirror
Golomor,0,crag.hack,1,crag.hack,6lm10a/tp,luna,tyraxor,-3300,134,2022-01-23 17:27:07,18.0,conflux,red,stronghold,blue,XL+U
Ilmarryu,1,Antyintel,0,Ilmarryu,h3dm1/3,adela,adelaide,-800,127,2022-01-23 17:34:44,14.0,castle,red,castle,blue,Mirror
adam1223,0,AnanasowyJoe,1,AnanasowyJoe,Rally,valeska,anabel,-2600,113,2022-01-23 18:44:13,3.0,castle,red,cove,blue,XL+U
Alkinuxus,1,Wladca wunszy,0,Alkinuxus,h3dm1/3,jenova,mephala,1000,141,2022-01-23 20:40:11,22.0,rampart,red,rampart,blue,Mirror
Przemo_oo3,0,bertas.,1,bertas.,Rally,ivor,wystan,-1600,114,2022-01-24 07:35:09,4.0,rampart,red,fortress,blue,XL+U
Ardian,0,Valerin Bizonov,1,Valerin Bizonov,mt_Andromeda,mephala,jenova,-1400,132,2022-01-24 07:36:55,16.0,rampart,red,rampart,blue,Mirror
jacekchess,1,Blackyyo,0,jacekchess,6lm10a/tp,ivor,solmyr,-3700,122,2022-01-24 07:39:11,9.0,rampart,red,tower,blue,XL+U
banan1222,1,Blackyyo,0,banan1222,6lm10a/tp,calh,ivor,1100,147,2022-01-24 07:40:59,28.0,inferno,red,rampart,blue,XL+U
banan1222,1,Jaa209,0,banan1222,Nostalgia/TP,aine,ivor,2000,136,2022-01-24 07:41:48,20.0,tower,red,rampart,blue,XL+U
BOARtek,1,jacekchess,0,BOARtek,Nostalgia/TP,alamar,tyraxor,-2200,146,2022-01-24 07:42:57,27.0,dungeon,red,stronghold,blue,XL+U
BartMc,0,Jon_Snow_,1,Jon_Snow_,Nostalgia/TP,jabarkas,grindan,2600,126,2022-01-24 07:44:36,13.0,stronghold,red,conflux,blue,XL+U
Zwei,1,CONOP,0,Zwei,mt_Andromeda,coronius,alagar,-1000,146,2022-01-24 07:46:19,27.0,rampart,red,rampart,blue,Mirror
rybson1,1,Rambixxx,0,rybson1,6lm10a/tp,anabel,valeska,-3300,126,2022-01-24 07:47:21,13.0,cove,red,castle,blue,XL+U
yke,1,Mrkracy,0,yke,6lm10a/tp,thant,grindan,-1200,123,2022-01-24 07:48:26,10.0,necropolis,red,conflux,blue,XL+U
Deextereek,1,Aravol,0,Deextereek,Rally,valeska,tyraxor,-3100,124,2022-01-24 07:50:49,11.0,castle,red,stronghold,blue,XL+U
Vertr0X,1,Malkiz,0,Vertr0X,h3dm1/3,damacon,jaegar,-700,132,2022-01-24 11:40:17,16.0,dungeon,red,dungeon,blue,Mirror
Karczums,1,pdemianczuk,0,Karczums,Nostalgia/TP,anabel,tyraxor,-5000,212,2022-01-24 14:09:21,30.0,cove,red,stronghold,blue,XL+U
madeo,1,Lipathor,0,madeo,h3dm1/3,tyraxor,gundula,700,143,2022-01-25 14:17:24,24.0,stronghold,red,stronghold,blue,Mirror
pryla,0,orzech15100,1,orzech15100,6lm10a/tp,ivor,drakon,-2800,125,2022-01-25 14:24:16,12.0,rampart,red,fortress,blue,XL+U
Wanil,1,Bartt666,0,Wanil,6lm10a/tp,ivor,shakti,-500,135,2022-01-25 14:26:01,19.0,rampart,red,dungeon,blue,XL+U
Kirasjer87,1,Aine,0,Kirasjer87,mt_Andromeda,octavia,nymus,500,123,2022-01-25 14:29:20,10.0,inferno,red,inferno,blue,Mirror
Trakris,1,Zwyrolek,0,Trakris,Nostalgia/TP,solmyr,ivor,2900,115,2022-01-25 14:32:57,5.0,tower,red,rampart,blue,XL+U
Akabes,0,Kamgooner,1,Kamgooner,Rally,ivor,wystan,-300,142,2022-01-25 14:34:17,23.0,rampart,red,fortress,blue,XL+U
sudokuwbetlejem,0,Cez,1,Cez,Spider,shakti,solmyr,-1300,147,2022-01-26 09:17:19,28.0,dungeon,red,tower,blue,XL+U
Grzechen88,1,Chleb,0,Grzechen88,6lm10a/tp,anabel,luna,1700,133,2022-01-26 09:37:13,17.0,cove,red,conflux,blue,XL+U
Grzechen88,1,Chleb,0,Grzechen88,h3dm1/3,pasis,gelare,0,133,2022-01-26 09:37:13,17.0,conflux,red,conflux,blue,Mirror
Grzechen88,1,Chleb,0,Grzechen88,Mini-nostalgia,ivor,shakti,800,132,2022-01-26 09:37:13,16.0,rampart,red,dungeon,blue,Other
Derek,0,mikii,1,mikii,Nostalgia/TP,luna,aine,-3300,123,2022-01-26 09:45:02,10.0,conflux,red,tower,blue,XL+U
wnukos,1,CanWeLoad?,0,wnukos,mt_Andromeda,astral,rissa,1000,136,2022-01-26 12:20:39,20.0,tower,red,tower,blue,Mirror
Lord Davy,0,CzileraInzyniera,1,CzileraInzyniera,6lm10a/tp,luna,alamar,-4000,,2022-01-27 12:26:01,,conflux,red,dungeon,blue,XL+U
Drakonin,1,Rotede,0,Drakonin,mt_Andromeda,octavia,nymus,900,134,2022-01-27 12:29:52,18.0,inferno,red,inferno,blue,Mirror
sudokuwbetlejem,0,Szopa666,1,Szopa666,6lm10a/tp,luna,tyraxor,-3400,133,2022-01-28 22:27:54,17.0,conflux,red,stronghold,blue,XL+U
sudokuwbetlejem,0,Szopa666,1,Szopa666,Nostalgia/TP,valeska,tyraxor,-3700,131,2022-01-28 22:27:54,15.0,castle,red,stronghold,blue,XL+U
Phillsen,0,dankinPL,1,dankinPL,Nostalgia/TP,luna,thant,3000,136,2022-01-30 09:36:00,20.0,conflux,red,necropolis,blue,XL+U
Zuro007,1,miodzislaw,0,Zuro007,h3dm1/3,aenain,gelare,-700,147,2022-01-30 09:38:35,28.0,conflux,red,conflux,blue,Mirror
miodzislaw,0,SzarikPies,1,SzarikPies,mt_Andromeda,leena,jeremy,700,136,2022-01-30 09:40:48,20.0,cove,red,cove,blue,Mirror
Zandarz,0,Nrets,1,Nrets,6lm10a/tp,tyraxor,ivor,2100,134,2022-01-30 09:43:37,18.0,stronghold,red,rampart,blue,XL+U
Tur3k,0,Zuk00,1,Zuk00,Nostalgia/TP,luna,aine,-2900,142,2022-01-30 09:44:25,23.0,conflux,red,tower,blue,XL+U
Plandoo,0,Jan Pegasus 2,1,Jan Pegasus 2,6lm10a/tp,luna,anabel,-2400,142,2022-01-30 09:45:41,23.0,conflux,red,cove,blue,XL+U
KORONIARZ,0,MikiWaikiki,1,MikiWaikiki,mt_Firewalk,mutare,lorelei,-5400,115,2022-01-30 09:51:25,5.0,dungeon,red,dungeon,blue,Mirror
Roberto,1,Jordan27,0,Roberto,Nostalgia/TP,anabel,wystan,-700,124,2022-01-30 09:53:39,11.0,cove,red,fortress,blue,XL+U
Mattowy,1,Zandarz,0,Mattowy,Nostalgia/TP,wystan,tyraxor,-500,125,2022-01-30 09:56:44,12.0,fortress,red,stronghold,blue,XL+U
Krwawy_ponurak,0,Pawelwaw,1,Pawelwaw,mt_Firewalk,pasis,monere,-4000,136,2022-01-30 09:56:49,20.0,conflux,red,conflux,blue,Mirror
Jan Pegasus 2,1,michail117,0,Jan Pegasus 2,6lm10a/tp,valeska,alkin,-700,126,2022-01-30 09:57:46,13.0,castle,red,fortress,blue,XL+U
Abozykk,0,Tagliafico,1,Tagliafico,mt_Firewalk,aine,astral,5200,115,2022-01-30 09:58:29,5.0,tower,red,tower,blue,Mirror
Cez,1,tuti_fruti23,0,Cez,Spider,valeska,calh,-2200,126,2022-01-30 10:02:44,13.0,castle,red,inferno,blue,XL+U
Jordan27,0,KORONIARZ,1,KORONIARZ,Nostalgia/TP,luna,thant,2000,124,2022-01-30 10:08:58,11.0,conflux,red,necropolis,blue,XL+U
Matek8,1,wickedskinner,0,Matek8,mt_Andromeda,anabel,cassiopeia,900,122,2022-01-30 10:11:04,9.0,cove,red,cove,blue,Mirror
Piekielny_Aniol,0,Krzynsztof,1,Krzynsztof,mt_Firewalk,shiva,boragus,5400,116,2022-01-30 10:13:00,6.0,stronghold,red,stronghold,blue,Mirror
Rzaku,0,Maralf,1,Maralf,6lm10a/tp,alamar,ivor,2600,132,2022-01-30 10:15:21,16.0,dungeon,red,rampart,blue,XL+U
szakal102,1,Dacul CB,0,szakal102,Nostalgia/TP,anabel,aine,-1200,137,2022-01-30 10:17:27,21.0,cove,red,tower,blue,XL+U
Matrido,1,Ortant,0,Matrido,mt_Firewalk,adela,caitlin,-4800,123,2022-01-30 10:20:42,10.0,castle,red,castle,blue,Mirror
Matek8,1,Piekielny_Aniol,0,Matek8,Nostalgia/TP,tyraxor,anabel,1300,126,2022-01-30 10:25:09,13.0,stronghold,red,cove,blue,XL+U
Kacpi1906,1,BielikBazuka,0,Kacpi1906,Nostalgia/TP,calh,solmyr,1500,133,2022-01-30 10:31:02,17.0,inferno,red,tower,blue,XL+U
Suonic,0,Shyfayren,1,Shyfayren,6lm10a/tp,aine,luna,3800,137,2022-01-30 10:33:18,21.0,tower,red,conflux,blue,XL+U
Wladca wunszy,0,Soczi80,1,Soczi80,6lm10a/tp,luna,anabel,-2200,132,2022-01-30 10:35:27,16.0,conflux,red,cove,blue,XL+U
Chleb,0,Niechcic,1,Niechcic,6lm10a/tp,calh,tyraxor,-700,133,2022-01-30 16:24:16,17.0,inferno,red,stronghold,blue,XL+U
Bejker,1,Venefiz,0,Bejker,Nostalgia/TP,anabel,tyraxor,-4200,134,2022-01-30 16:33:28,18.0,cove,blue,stronghold,red,XL+U
Voideck,0,Szopa666,1,Szopa666,6lm10a/tp,wystan,valeska,1500,133,2022-01-30 16:37:52,17.0,fortress,red,castle,blue,XL+U
Siwak66,0,Ziemian,1,Ziemian,6lm10a/tp,thant,anabel,-1300,133,2022-01-30 18:18:59,17.0,necropolis,red,cove,blue,XL+U
Darcade,0,ProtosArchon,1,ProtosArchon,Spider,ivor,calh,-2500,135,2022-01-30 18:20:42,19.0,rampart,red,inferno,blue,XL+U
Bajer89,0,Dawidu_91,1,Dawidu_91,Nostalgia/TP,thant,valeska,-3300,127,2022-01-30 18:45:42,14.0,necropolis,red,castle,blue,XL+U
gornik,1,miesoarmatniee,0,gornik,Nostalgia/TP,valeska,aine,3500,123,2022-01-31 01:24:51,10.0,castle,red,tower,blue,XL+U
Minos3212,0,Krzys89PL,1,Krzys89PL,6lm10a/tp,tyraxor,anabel,3000,115,2022-01-31 01:26:43,5.0,stronghold,red,cove,blue,XL+U
Golcze Gabana,1,bzzzz,0,Golcze Gabana,Rally,calh,valeska,3300,134,2022-01-31 01:29:56,18.0,inferno,red,castle,blue,XL+U
Karczums,0,RedWarrior1995,1,RedWarrior1995,Nostalgia/TP,valeska,aine,-2400,143,2022-01-31 01:32:35,24.0,castle,blue,tower,red,XL+U
AcidLord,0,gornik,1,gornik,Rally,anabel,wystan,600,212,2022-01-31 01:36:12,30.0,cove,blue,fortress,red,XL+U
Templar,1,Lanthan,0,Templar,6lm10a/tp,ivor,shakti,600,127,2022-01-31 01:39:17,14.0,rampart,red,dungeon,blue,XL+U
orzech15100,1,DrizztDrizzt,0,orzech15100,6lm10a/tp,thant,anabel,-4000,132,2022-01-31 01:43:01,16.0,necropolis,red,cove,blue,XL+U
popularny.proszek,1,SiNuS,0,popularny.proszek,Nostalgia/TP,wystan,ivor,500,141,2022-01-31 02:00:51,22.0,fortress,blue,rampart,red,XL+U
Burymistrz,1,chochla,0,Burymistrz,mt_Andromeda,ajit,damacon,1000,133,2022-01-31 09:17:54,17.0,dungeon,blue,dungeon,red,Mirror
// Jagienka //,1,January,0,// Jagienka //,Nostalgia/TP,shakti,ivor,3500,127,2022-01-31 09:19:25,14.0,dungeon,red,rampart,blue,XL+U
BOARtek,1,Valerin Bizonov,0,BOARtek,6lm10a/tp,valeska,aine,-3300,133,2022-01-31 09:20:43,17.0,castle,red,tower,blue,XL+U
AksOlek,0,The_spot,1,The_spot,6lm10a/tp,shakti,wystan,-2100,121,2022-01-31 09:24:23,8.0,dungeon,blue,fortress,red,XL+U
Fafhrd,1,CONOP,0,Fafhrd,Nostalgia/TP,wystan,caitlin,3000,142,2022-01-31 09:26:45,23.0,fortress,blue,castle,red,XL+U
Hiszpan,1,Banita,0,Hiszpan,6lm10a/tp,shakti,wystan,-2500,121,2022-01-31 09:28:12,8.0,dungeon,blue,fortress,red,XL+U
Zwei,1,Fafhrd,0,Zwei,mt_Andromeda,damacon,sephinroth,-900,141,2022-01-31 09:29:00,22.0,dungeon,red,dungeon,blue,Mirror
Aravol,1,KrystianTyraxor,0,Aravol,6lm10a/tp,anabel,tyraxor,-2500,135,2022-01-31 09:30:15,19.0,cove,blue,stronghold,red,XL+U
Ceres,1,alvar,0,Ceres,6lm10a/tp,wystan,tyraxor,-1100,145,2022-01-31 09:31:23,26.0,fortress,blue,stronghold,red,XL+U
wickedskinner,0,szakal102,1,szakal102,Nostalgia/TP,valeska,calh,-1500,121,2022-01-31 19:54:04,8.0,castle,red,inferno,blue,XL+U
ProtosArchon,1,Rotede,0,ProtosArchon,h3dm1/3,gelare,pasis,1000,133,2022-02-01 20:50:17,17.0,conflux,red,conflux,blue,Mirror
Odelle,1,Darcade,0,Odelle,mt_Andromeda,lord haart,tyris,900,132,2022-02-01 20:54:15,16.0,castle,red,castle,blue,Mirror
Mqnabz7,1,materaldo,0,Mqnabz7,w/o,anabel,shakti,500,,2022-02-01 21:15:42,,cove,red,dungeon,blue,w/o
Plandoo,1,Mattowy,0,Plandoo,Spider,calh,valeska,2100,137,2022-02-02 09:04:55,21.0,inferno,red,castle,blue,XL+U
